Timestamp,VehicleID,Gear,EngineRPM,EngineTemp,OilPressure,Vibration
1/2/2024 17:49,VH_3,5,1879,71.5,45.4,1.04
1/2/2024 17:50,VH_22,5,2184,84.3,40.2,0.97
1/2/2024 17:51,VH_6,5,2132,97.2,43.8,0.84
1/2/2024 17:52,VH_2,2,2185,98.5,37.7,0.87
1/2/2024 17:53,VH_23,5,1960,85.3,51.4,0.82
1/2/2024 17:54,VH_44,5,1753,103,36.2,0.6
1/2/2024 17:55,VH_2,2,1571,89.7,36.1,0.84
1/2/2024 17:56,VH_38,5,2160,76.6,47.2,0.68
1/2/2024 17:57,VH_17,4,2070,73.5,38.8,0.99
1/2/2024 17:58,VH_35,5,1997,102.2,42.5,0.77
1/2/2024 17:59,VH_34,5,2596,86.3,45.3,1.15
1/2/2024 18:00,VH_23,2,1942,77.9,48.4,0.67
1/2/2024 18:01,VH_30,4,2625,67.4,43.9,1.24
1/2/2024 18:02,VH_8,3,2687,86,53.9,1.17
1/2/2024 18:03,VH_22,1,1614,94,45,0.79
1/2/2024 18:04,VH_44,4,2227,83,51,0.98
1/2/2024 18:05,VH_36,3,2080,79.5,46.4,0.83
1/2/2024 18:06,VH_5,4,1326,84.5,55.7,1.12
1/2/2024 18:07,VH_13,3,1766,102.4,50.3,1.36
1/2/2024 18:08,VH_29,3,2432,76.1,45.2,1.24
1/2/2024 18:09,VH_31,4,2805,83.6,48.1,0.86
1/2/2024 18:10,VH_47,2,2470,102.1,43.7,1.02
1/2/2024 18:11,VH_16,4,2297,94.9,43.6,1.3
1/2/2024 18:12,VH_42,4,2193,91.8,38.5,1.1
1/2/2024 18:13,VH_30,3,2704,83.5,41,1.2
1/2/2024 18:14,VH_16,1,2844,90.3,55.3,1.13
1/2/2024 18:15,VH_12,3,2023,84.6,39,1.02
1/2/2024 18:16,VH_17,5,1600,81.4,41.7,0.99
1/2/2024 18:17,VH_16,4,1570,79.2,44.5,0.76
1/2/2024 18:18,VH_12,4,2596,97.8,44.7,0.85
1/2/2024 18:19,VH_8,2,2185,89.4,46.9,0.82
1/2/2024 18:20,VH_20,3,2254,93.1,42.7,0.93
1/2/2024 18:21,VH_3,2,1662,91.5,47.2,1.02
1/2/2024 18:22,VH_16,4,1974,94.4,50.7,0.98
1/2/2024 18:23,VH_30,3,2111,87.5,51.3,1.04
1/2/2024 18:24,VH_45,3,2262,85.2,43.7,1.13
1/2/2024 18:25,VH_23,5,2080,81.8,48.1,0.92
1/2/2024 18:26,VH_28,5,1888,75.9,39.3,1.15
1/2/2024 18:27,VH_40,1,1964,78.8,41.4,1.23
1/2/2024 18:28,VH_5,5,2562,86.3,39.1,1.08
1/2/2024 18:29,VH_20,3,2273,74,44.8,0.89
1/2/2024 18:30,VH_40,5,2383,76.2,40.7,1.19
1/2/2024 18:31,VH_44,1,1930,100.4,37.4,1.1
1/2/2024 18:32,VH_1,4,1313,92.2,43.1,1.12
1/2/2024 18:33,VH_30,5,2043,85.5,36.4,1.31
1/2/2024 18:34,VH_21,3,1940,112.7,51.6,1.14
1/2/2024 18:35,VH_20,4,2304,73.5,42.2,1.31
1/2/2024 18:36,VH_6,3,3185,99.8,49.9,0.97
1/2/2024 18:37,VH_22,4,2408,88.9,42.5,0.91
1/2/2024 18:38,VH_18,3,3020,97.9,39,1.23
1/2/2024 18:39,VH_8,5,2370,91.1,50.9,0.8
1/2/2024 18:40,VH_39,5,2011,71.3,45.4,1.38
1/2/2024 18:41,VH_32,1,2304,91,54.4,1.26
1/2/2024 18:42,VH_33,4,2734,93.4,42.7,1.02
1/2/2024 18:43,VH_16,1,2748,68.1,42.8,1.24
1/2/2024 18:44,VH_12,2,2027,109.4,50,1.13
1/2/2024 18:45,VH_38,5,2275,93.1,50.1,0.74
1/2/2024 18:46,VH_34,4,1771,96.7,45.8,0.84
1/2/2024 18:47,VH_14,1,2447,78.3,61.7,1.06
1/2/2024 18:48,VH_36,1,2666,96.9,43.6,1.03
1/2/2024 18:49,VH_33,2,2211,100.9,38.7,1.26
1/2/2024 18:50,VH_23,1,1999,92.5,40,1.06
1/2/2024 18:51,VH_50,3,2308,89.9,43.6,0.75
1/2/2024 18:52,VH_45,5,2325,81.1,52.6,0.89
1/2/2024 18:53,VH_2,1,2224,87.8,44.1,1.15
1/2/2024 18:54,VH_41,1,2253,84.9,52.8,0.64
1/2/2024 18:55,VH_21,2,2147,95.7,47.2,0.72
1/2/2024 18:56,VH_2,3,2498,81.5,50.4,0.93
1/2/2024 18:57,VH_27,1,2420,95.6,46.9,1.19
1/2/2024 18:58,VH_9,5,1905,81.6,46.9,0.96
1/2/2024 18:59,VH_1,5,1896,87.4,48.8,1.09
1/2/2024 19:00,VH_11,1,2123,96.2,42.2,1
1/2/2024 19:01,VH_3,3,2421,83,42.2,0.97
1/2/2024 19:02,VH_23,5,2244,96.5,46.7,0.87
1/2/2024 19:03,VH_26,5,2007,95.5,54.7,1.17
1/2/2024 19:04,VH_4,3,2278,87.3,37.3,0.75
1/2/2024 19:05,VH_18,3,2100,101.6,34.9,0.95
1/2/2024 19:06,VH_6,1,2464,90.8,43.7,1.23
1/2/2024 19:07,VH_35,4,2299,101,50.2,0.85
1/2/2024 19:08,VH_22,2,2105,107.9,45.3,0.69
1/2/2024 19:09,VH_43,4,2269,87.6,39.2,0.58
1/2/2024 19:10,VH_15,4,2594,96.4,45.4,1.13
1/2/2024 19:11,VH_22,5,2029,83.6,36.3,1.15
1/2/2024 19:12,VH_37,3,2320,79.7,48.1,0.93
1/2/2024 19:13,VH_42,5,2178,88,43.5,0.75
1/2/2024 19:14,VH_12,2,2328,76.4,44.6,0.97
1/2/2024 19:15,VH_47,1,2003,80.6,47.1,1.24
1/2/2024 19:16,VH_49,2,2233,95.9,46,0.75
1/2/2024 19:17,VH_42,5,2532,84.9,42.3,1.21
1/2/2024 19:18,VH_38,5,1918,97.1,50.2,0.66
1/2/2024 19:19,VH_18,5,1801,93,49,0.77
1/2/2024 19:20,VH_45,5,1812,108.5,36.1,1.02
1/2/2024 19:21,VH_35,4,1848,95.2,43.8,1.19
1/2/2024 19:22,VH_30,1,2378,101.1,39.6,1.29
1/2/2024 19:23,VH_24,4,1778,94,38.7,1.2
1/2/2024 19:24,VH_42,5,2110,93.1,47.7,1.31
1/2/2024 19:25,VH_30,3,2385,101.6,42.9,1.04
1/2/2024 19:26,VH_14,4,2324,96.7,44.3,0.88
1/2/2024 19:27,VH_6,5,2084,92.1,41.7,1.24
1/2/2024 19:28,VH_3,5,2257,92.1,46.9,1.27
1/2/2024 19:29,VH_16,1,2232,95.4,48.4,1.19
1/2/2024 19:30,VH_7,2,2132,83.3,55.9,1.12
1/2/2024 19:31,VH_14,4,2136,82.9,44.1,1.28
1/2/2024 19:32,VH_9,4,2870,104.3,37.8,1.07
1/2/2024 19:33,VH_15,4,2442,108.6,42.5,1
1/2/2024 19:34,VH_21,5,2944,80.7,49.2,1.15
1/2/2024 19:35,VH_35,1,2050,83.3,41.1,1.1
1/2/2024 19:36,VH_2,5,2174,101.4,37.6,1.18
1/2/2024 19:37,VH_27,5,1800,95.3,41.2,0.97
1/2/2024 19:38,VH_2,3,1957,96.8,42.3,1.18
1/2/2024 19:39,VH_35,1,2770,99,39.6,1.17
1/2/2024 19:40,VH_18,4,2043,87.6,46.1,1.04
1/2/2024 19:41,VH_14,2,2775,93.3,44.6,0.85
1/2/2024 19:42,VH_20,4,1826,92.5,48.9,1.25
1/2/2024 19:43,VH_18,5,1883,81.4,42.8,0.76
1/2/2024 19:44,VH_10,1,2097,93.2,47.8,0.81
1/2/2024 19:45,VH_25,1,2180,102.4,42.5,1.03
1/2/2024 19:46,VH_2,1,2476,86.7,39.4,0.5
1/2/2024 19:47,VH_25,3,2335,91.5,42.3,1.31
1/2/2024 19:48,VH_33,4,2075,92.1,36.9,1
1/2/2024 19:49,VH_36,3,2160,87.2,53.9,1.31
1/2/2024 19:50,VH_31,2,2104,96.8,45.7,1.36
1/2/2024 19:51,VH_14,5,1925,83.2,41,0.97
1/2/2024 19:52,VH_1,3,1933,103.3,43.1,1.27
1/2/2024 19:53,VH_46,3,2508,96.3,32.7,0.79
1/2/2024 19:54,VH_16,5,1651,80.6,52.2,1.09
1/2/2024 19:55,VH_46,1,2685,107,51.7,0.91
1/2/2024 19:56,VH_3,5,2097,91.7,45.5,1.14
1/2/2024 19:57,VH_35,4,1968,82.8,46.6,1.18
1/2/2024 19:58,VH_41,5,2421,101,38.7,0.97
1/2/2024 19:59,VH_6,1,2645,94.9,39,1.11
1/2/2024 20:00,VH_25,5,2535,72.3,36.5,1.19
1/2/2024 20:01,VH_13,3,2350,84.7,44.2,1.04
1/2/2024 20:02,VH_34,2,2526,92.8,50.3,1.51
1/2/2024 20:03,VH_8,3,1685,68.4,43.1,0.97
1/2/2024 20:04,VH_21,2,2043,90.9,46.7,1.33
1/2/2024 20:05,VH_34,5,1926,91.6,49.9,1.23
1/2/2024 20:06,VH_4,4,2567,78.2,36.9,0.63
1/2/2024 20:07,VH_25,5,2084,92.7,54.2,1.3
1/2/2024 20:08,VH_15,1,2453,90.1,50.8,1.21
1/2/2024 20:09,VH_4,5,2360,78.1,47.6,1.02
1/2/2024 20:10,VH_45,2,1941,99.2,49.6,1.07
1/2/2024 20:11,VH_12,3,2023,98.4,49.9,1.1
1/2/2024 20:12,VH_32,4,2588,87.1,46.5,1.28
1/2/2024 20:13,VH_32,5,1967,88,52.1,0.92
1/2/2024 20:14,VH_28,5,2237,97.3,42.7,1.32
1/2/2024 20:15,VH_13,3,1965,88,47.3,0.78
1/2/2024 20:16,VH_31,4,2105,70.7,51.6,0.65
1/2/2024 20:17,VH_14,5,2186,94.9,31.5,1.12
1/2/2024 20:18,VH_20,5,1965,81.9,47.2,1.25
1/2/2024 20:19,VH_18,2,1911,86.1,48.6,0.96
1/2/2024 20:20,VH_29,2,2285,104.6,36.5,0.55
1/2/2024 20:21,VH_6,1,1946,88.7,46.4,0.7
1/2/2024 20:22,VH_32,3,1956,90,41,1.09
1/2/2024 20:23,VH_29,4,1918,95.1,47,1
1/2/2024 20:24,VH_43,5,2176,95.1,44.5,1.26
1/2/2024 20:25,VH_2,5,2483,80.8,40.3,1.01
1/2/2024 20:26,VH_23,1,2651,89.4,50.5,0.85
1/2/2024 20:27,VH_19,5,1982,90.4,42.9,1.06
1/2/2024 20:28,VH_31,3,2845,92.7,46.3,1.2
1/2/2024 20:29,VH_5,1,1898,92.9,51.6,1.27
1/2/2024 20:30,VH_19,3,2525,115.9,40.4,0.98
1/2/2024 20:31,VH_34,1,1983,78.2,45,1.01
1/2/2024 20:32,VH_10,5,1938,99.8,42.5,1.16
1/2/2024 20:33,VH_25,1,1976,101.8,43.6,0.85
1/2/2024 20:34,VH_2,2,2184,94.9,55.8,1.15
1/2/2024 20:35,VH_11,4,2373,83.5,47.3,0.95
1/2/2024 20:36,VH_50,5,2400,106.6,46.6,0.98
1/2/2024 20:37,VH_31,4,1916,68.1,47.6,1
1/2/2024 20:38,VH_15,5,1903,83.2,47.2,1.03
1/2/2024 20:39,VH_9,4,1925,101.7,35.9,1.38
1/2/2024 20:40,VH_23,2,2166,86.3,56.5,0.91
1/2/2024 20:41,VH_19,4,2136,106,37.7,0.92
1/2/2024 20:42,VH_9,1,1914,74.9,53.7,1.29
1/2/2024 20:43,VH_35,4,2280,78.9,48.1,1.09
1/2/2024 20:44,VH_21,5,2878,84.7,45.9,1.15
1/2/2024 20:45,VH_9,3,2048,94.2,43.5,0.79
1/2/2024 20:46,VH_28,4,2069,87.8,58,1.05
1/2/2024 20:47,VH_46,4,2367,85.1,48,1.16
1/2/2024 20:48,VH_7,4,2032,104.2,45.1,0.87
1/2/2024 20:49,VH_16,5,2400,105.1,42.3,1.13
1/2/2024 20:50,VH_16,4,1984,85.9,41.7,0.96
1/2/2024 20:51,VH_33,5,2749,72.9,45.3,0.87
1/2/2024 20:52,VH_4,5,2303,68.4,40.3,1.2
1/2/2024 20:53,VH_4,3,2013,92.4,48.4,1.23
1/2/2024 20:54,VH_39,1,2023,96.6,41.8,1.03
1/2/2024 20:55,VH_40,5,2045,90.6,50,1.09
1/2/2024 20:56,VH_17,2,2611,89.3,49.9,1.26
1/2/2024 20:57,VH_37,4,1819,82,44.7,0.92
1/2/2024 20:58,VH_39,2,1999,96.5,47.9,1.07
1/2/2024 20:59,VH_29,4,2031,106.8,48.2,0.92
1/2/2024 21:00,VH_36,3,2195,67.8,37.7,0.8
1/2/2024 21:01,VH_38,5,2118,89.2,53.7,0.92
1/2/2024 21:02,VH_39,1,1752,80.3,43.7,0.78
1/2/2024 21:03,VH_50,5,2080,75.1,48.5,1.09
1/2/2024 21:04,VH_37,4,2170,78.7,48.6,0.85
1/2/2024 21:05,VH_35,1,2011,93.8,32.6,0.72
1/2/2024 21:06,VH_7,5,2406,94,41.7,1.15
1/2/2024 21:07,VH_27,1,2475,104.6,49.2,1.14
1/2/2024 21:08,VH_28,4,2176,90.1,45.3,0.93
1/2/2024 21:09,VH_22,3,2269,72.4,48.4,1.14
1/2/2024 21:10,VH_14,3,1551,87.6,45.5,0.84
1/2/2024 21:11,VH_7,5,2073,76.1,51.1,0.93
1/2/2024 21:12,VH_37,2,2501,77.9,45.6,1.08
1/2/2024 21:13,VH_22,4,2072,95.8,52.1,1.21
1/2/2024 21:14,VH_5,5,1978,91.9,40.1,0.92
1/2/2024 21:15,VH_2,5,2883,95.9,44.4,0.88
1/2/2024 21:16,VH_27,3,2745,86.4,42,1.2
1/2/2024 21:17,VH_21,1,2340,97.9,46.9,1.12
1/2/2024 21:18,VH_38,4,2541,85.9,43.6,1.03
1/2/2024 21:19,VH_15,1,1532,101.2,43.9,1.24
1/2/2024 21:20,VH_21,4,1963,93.4,41.5,1.39
1/2/2024 21:21,VH_10,2,2059,87.9,42.7,1.07
1/2/2024 21:22,VH_23,3,2129,92.1,44.9,0.88
1/2/2024 21:23,VH_39,2,2053,89.8,34.9,1.1
1/2/2024 21:24,VH_5,5,1434,106,33.5,0.84
1/2/2024 21:25,VH_1,3,2315,92.5,45.3,1.25
1/2/2024 21:26,VH_13,5,2363,90,31.2,0.86
1/2/2024 21:27,VH_21,2,2680,87.6,44,0.96
1/2/2024 21:28,VH_26,4,1963,98.4,43.1,0.83
1/2/2024 21:29,VH_50,5,1938,97.1,47.7,1.04
1/2/2024 21:30,VH_45,1,1396,87.3,41.6,1.04
1/2/2024 21:31,VH_21,4,2111,78.4,52.8,1.15
1/2/2024 21:32,VH_18,4,2470,81,49.2,1.02
1/2/2024 21:33,VH_37,2,2016,88.2,37.4,1.01
1/2/2024 21:34,VH_45,2,2843,103.5,43.6,0.89
1/2/2024 21:35,VH_32,3,2123,87.5,52.6,0.94
1/2/2024 21:36,VH_36,3,2244,84.1,41.5,0.72
1/2/2024 21:37,VH_17,1,1791,72.4,44.7,1.28
1/2/2024 21:38,VH_35,4,2286,105.1,52,0.98
1/2/2024 21:39,VH_49,1,1606,95.7,42.3,1.33
1/2/2024 21:40,VH_11,1,2408,98,50.6,0.98
1/2/2024 21:41,VH_21,2,2417,99.6,40.5,0.62
1/2/2024 21:42,VH_26,1,2607,88.4,30.6,0.91
1/2/2024 21:43,VH_4,1,1894,90.8,51.1,1
1/2/2024 21:44,VH_34,5,2248,104.9,47.2,1.01
1/2/2024 21:45,VH_48,3,2369,91.8,47.5,1.14
1/2/2024 21:46,VH_18,3,2332,95.9,39.5,1.03
1/2/2024 21:47,VH_40,4,1940,98.7,39.9,0.93
1/2/2024 21:48,VH_35,3,1482,96.4,50.8,0.82
1/2/2024 21:49,VH_41,4,2304,88.7,46.2,0.92
1/2/2024 21:50,VH_29,5,2154,89.7,44.4,1.12
1/2/2024 21:51,VH_29,3,2029,97.8,46.1,1.17
1/2/2024 21:52,VH_38,5,2429,97.8,52.5,0.87
1/2/2024 21:53,VH_42,3,2186,101.7,48.6,1.2
1/2/2024 21:54,VH_21,3,1804,95.5,42.6,1.11
1/2/2024 21:55,VH_42,5,1620,96,38,0.82
1/2/2024 21:56,VH_13,1,1861,85.5,47.9,1.05
1/2/2024 21:57,VH_49,1,2917,84.2,40.4,1.07
1/2/2024 21:58,VH_41,1,2416,97.8,39.1,0.79
1/2/2024 21:59,VH_17,1,2256,84.3,51.6,0.73
1/2/2024 22:00,VH_9,3,2145,89.8,49.4,1.09
1/2/2024 22:01,VH_41,2,2125,103.8,46.9,0.91
1/2/2024 22:02,VH_1,5,2550,102.2,38.8,1.3
1/2/2024 22:03,VH_2,2,2052,93,53.9,1.34
1/2/2024 22:04,VH_48,2,2373,87,50.1,1.09
1/2/2024 22:05,VH_29,4,2095,88.8,43.5,1.19
1/2/2024 22:06,VH_33,1,2782,98.7,42.4,0.8
1/2/2024 22:07,VH_10,3,2422,89.6,45.4,0.73
1/2/2024 22:08,VH_50,1,2573,84.4,42.6,0.97
1/2/2024 22:09,VH_40,1,2024,102.2,56.1,0.74
1/2/2024 22:10,VH_21,2,2517,91.8,43.1,1.06
1/2/2024 22:11,VH_28,4,2106,84.2,39.7,0.84
1/2/2024 22:12,VH_11,1,2233,94.8,52.9,1.04
1/2/2024 22:13,VH_34,5,2690,99.7,42.2,0.97
1/2/2024 22:14,VH_8,5,1887,79.9,48.9,1.13
1/2/2024 22:15,VH_22,1,2260,88,48.4,1.07
1/2/2024 22:16,VH_8,2,2331,87.5,44.7,0.92
1/2/2024 22:17,VH_49,2,2356,94.5,40.1,0.73
1/2/2024 22:18,VH_15,3,2064,96.3,44.8,1.03
1/2/2024 22:19,VH_17,4,2825,84.5,39.2,0.65
1/2/2024 22:20,VH_23,2,1811,75.1,44.9,1.25
1/2/2024 22:21,VH_24,3,2637,100.3,48.9,1.11
1/2/2024 22:22,VH_45,5,2564,78.8,53.6,1.17
1/2/2024 22:23,VH_19,5,2770,92.7,39.6,0.81
1/2/2024 22:24,VH_5,5,1723,88.7,43.7,1.07
1/2/2024 22:25,VH_32,1,1939,91.6,42.4,0.87
1/2/2024 22:26,VH_44,4,2647,106.5,46.4,1.03
1/2/2024 22:27,VH_1,3,1636,120.4,37.4,0.8
1/2/2024 22:28,VH_23,4,1718,73.7,40.4,0.98
1/2/2024 22:29,VH_37,1,2053,99.8,36.5,0.72
1/2/2024 22:30,VH_8,3,2257,88.4,37.8,0.97
1/2/2024 22:31,VH_13,3,2677,100.5,41.7,0.67
1/2/2024 22:32,VH_8,2,2144,99.6,53.4,1.35
1/2/2024 22:33,VH_23,4,2017,104.1,46.7,1.03
1/2/2024 22:34,VH_43,4,2293,92.8,45.3,1
1/2/2024 22:35,VH_1,2,2340,81.1,51.7,1.14
1/2/2024 22:36,VH_45,5,2332,99.3,46.9,0.74
1/2/2024 22:37,VH_24,1,2146,91.2,47.4,0.84
1/2/2024 22:38,VH_35,4,1613,87.7,42.6,1.11
1/2/2024 22:39,VH_24,2,1924,85.2,41.8,1.03
1/2/2024 22:40,VH_17,3,2626,100.1,38.4,0.86
1/2/2024 22:41,VH_5,2,2256,106,42,1.13
1/2/2024 22:42,VH_20,5,2103,78,43.6,1.06
1/2/2024 22:43,VH_21,1,2535,96.2,46.7,1.1
1/2/2024 22:44,VH_40,5,1860,86.3,44.8,1.08
1/2/2024 22:45,VH_31,3,2132,75.3,43.2,0.86
1/2/2024 22:46,VH_46,3,2241,91.5,40.4,0.98
1/2/2024 22:47,VH_36,3,2067,81.7,47,0.63
1/2/2024 22:48,VH_11,3,2230,74.2,42.5,0.9
1/2/2024 22:49,VH_15,2,2143,82.2,46.8,0.95
1/2/2024 22:50,VH_19,3,1780,79.7,35.4,1.13
1/2/2024 22:51,VH_7,3,2254,83.5,46.7,1.1
1/2/2024 22:52,VH_28,2,1801,76.7,48.7,0.85
1/2/2024 22:53,VH_43,3,2249,86,48.1,0.85
1/2/2024 22:54,VH_5,5,2612,82.9,44,1.26
1/2/2024 22:55,VH_5,5,2115,93.8,49.6,0.94
1/2/2024 22:56,VH_30,4,1848,95.9,38.6,1.02
1/2/2024 22:57,VH_32,5,2161,92.6,44.6,1.16
1/2/2024 22:58,VH_8,1,1950,87.6,44,0.98
1/2/2024 22:59,VH_10,1,2378,87.4,50.2,0.97
1/2/2024 23:00,VH_38,1,2155,81.6,34.9,0.94
1/2/2024 23:01,VH_47,2,2712,81.9,39.7,0.9
1/2/2024 23:02,VH_32,5,2548,97,53.7,1.03
1/2/2024 23:03,VH_48,1,2154,72.4,32.8,0.64
1/2/2024 23:04,VH_28,4,2414,89.2,49.1,0.93
1/2/2024 23:05,VH_17,2,2082,86.8,41.5,1.11
1/2/2024 23:06,VH_31,4,2210,96,46.3,1.08
1/2/2024 23:07,VH_8,5,2091,75.7,52.1,1.28
1/2/2024 23:08,VH_40,3,2429,90.1,46.5,1.17
1/2/2024 23:09,VH_25,4,2629,93.4,52.2,1.08
1/2/2024 23:10,VH_9,3,2439,71,42.5,1.01
1/2/2024 23:11,VH_2,2,2476,79.3,43.2,0.91
1/2/2024 23:12,VH_15,4,2476,89.1,48.9,1.1
1/2/2024 23:13,VH_50,4,2365,95.1,42.8,1.06
1/2/2024 23:14,VH_3,2,1858,91.8,48,0.93
1/2/2024 23:15,VH_49,2,2710,95.6,50.9,0.83
1/2/2024 23:16,VH_36,1,2741,79.2,49.3,0.99
1/2/2024 23:17,VH_4,5,2129,74.1,37.1,1.23
1/2/2024 23:18,VH_14,4,2088,90.8,43.3,1.02
1/2/2024 23:19,VH_41,4,2383,77.7,46.4,1.01
1/2/2024 23:20,VH_41,2,2365,81.3,43.8,1.08
1/2/2024 23:21,VH_25,2,2139,99.3,45.4,1.1
1/2/2024 23:22,VH_50,5,1824,91.9,46.5,1.05
1/2/2024 23:23,VH_10,2,2291,84.3,42.4,0.99
1/2/2024 23:24,VH_21,3,2365,83,44,0.9
1/2/2024 23:25,VH_36,3,2417,96.2,39.1,1.2
1/2/2024 23:26,VH_12,3,2304,92.1,42.6,0.91
1/2/2024 23:27,VH_27,3,2118,77.9,37.4,1.31
1/2/2024 23:28,VH_40,5,2498,70.5,45.6,1.03
1/2/2024 23:29,VH_2,4,2219,108.8,44,1.01
1/2/2024 23:30,VH_13,3,2060,77.8,40.4,1.15
1/2/2024 23:31,VH_32,2,2145,95.3,53.9,0.87
1/2/2024 23:32,VH_31,3,1676,105.1,43.8,1.11
1/2/2024 23:33,VH_16,5,2145,91.5,46.4,1.02
1/2/2024 23:34,VH_32,2,2406,84,41.8,1.08
1/2/2024 23:35,VH_32,3,2301,75.7,42.9,0.86
1/2/2024 23:36,VH_34,4,2656,75.6,46.6,0.86
1/2/2024 23:37,VH_11,2,2121,93.8,43.3,0.63
1/2/2024 23:38,VH_10,2,2346,104.5,45,0.91
1/2/2024 23:39,VH_15,4,2437,86,49,0.9
1/2/2024 23:40,VH_17,2,2902,84.4,42.4,0.87
1/2/2024 23:41,VH_40,3,2243,97,38.3,0.98
1/2/2024 23:42,VH_18,2,1886,83.1,37.4,1.01
1/2/2024 23:43,VH_9,3,2454,92.7,52.2,1.1
1/2/2024 23:44,VH_25,4,2759,90.4,49.7,1.11
1/2/2024 23:45,VH_40,1,2103,85.9,48.3,1.13
1/2/2024 23:46,VH_14,4,2452,89.8,42.8,1.14
1/2/2024 23:47,VH_25,3,2568,107.6,38.3,1.06
1/2/2024 23:48,VH_50,5,2505,96,43.6,1.01
1/2/2024 23:49,VH_22,4,2237,100.9,44.5,1.19
1/2/2024 23:50,VH_30,5,1990,80.8,39.3,1.14
1/2/2024 23:51,VH_20,5,2175,101,37.7,0.7
1/2/2024 23:52,VH_21,3,2337,96.4,36.3,0.97
1/2/2024 23:53,VH_44,3,2472,75,48.3,0.64
1/2/2024 23:54,VH_32,1,2300,95.4,39,0.64
1/2/2024 23:55,VH_46,2,2086,84.9,46.5,0.9
1/2/2024 23:56,VH_49,4,2366,74.5,43,0.97
1/2/2024 23:57,VH_21,3,2458,91.3,47.9,0.92
1/2/2024 23:58,VH_35,4,2313,95.4,46.7,0.64
1/2/2024 23:59,VH_32,5,1949,91.5,43.8,1.16
1/3/2024 0:00,VH_30,2,2145,88.9,45.7,0.86
1/3/2024 0:01,VH_39,1,2484,86.7,44.4,1.1
1/3/2024 0:02,VH_49,4,1785,114.7,41.9,0.86
1/3/2024 0:03,VH_12,2,1572,78.2,49.9,0.9
1/3/2024 0:04,VH_41,1,2652,98.7,42.9,1.09
1/3/2024 0:05,VH_47,4,2353,90.2,44.6,0.93
1/3/2024 0:06,VH_18,2,2382,81.5,37.9,1.03
1/3/2024 0:07,VH_21,3,1876,89.5,46.4,1.06
1/3/2024 0:08,VH_13,4,2421,76.1,41.9,0.71
1/3/2024 0:09,VH_21,2,2282,84,42.6,1.1
1/3/2024 0:10,VH_8,1,1724,89.5,40.8,0.81
1/3/2024 0:11,VH_46,2,2627,74.5,44.4,0.78
1/3/2024 0:12,VH_40,3,2247,95.1,35,0.85
1/3/2024 0:13,VH_46,4,2081,80.4,48.4,1.16
1/3/2024 0:14,VH_7,4,2086,75.5,44.8,0.68
1/3/2024 0:15,VH_23,4,1595,79.2,42.7,1.13
1/3/2024 0:16,VH_44,3,2378,111.8,37.3,1.07
1/3/2024 0:17,VH_32,1,2278,70.2,47.2,1.01
1/3/2024 0:18,VH_11,4,2141,94.4,41.8,1.05
1/3/2024 0:19,VH_22,1,2583,82.5,51.5,0.94
1/3/2024 0:20,VH_22,2,1784,86.5,47.4,1.14
1/3/2024 0:21,VH_43,1,2020,96,52.7,0.91
1/3/2024 0:22,VH_25,1,1944,95.5,45.7,0.68
1/3/2024 0:23,VH_22,4,2116,83.2,50.4,0.98
1/3/2024 0:24,VH_28,5,2220,76.4,47.3,1.16
1/3/2024 0:25,VH_29,5,2329,96.2,42.7,1.1
1/3/2024 0:26,VH_13,3,2095,95.5,45.9,1.36
1/3/2024 0:27,VH_18,3,1936,87.2,40.8,0.95
1/3/2024 0:28,VH_2,5,2705,94.4,55.3,0.97
1/3/2024 0:29,VH_29,2,2923,85.5,44.5,0.95
1/3/2024 0:30,VH_21,4,2242,81.7,45.1,0.84
1/3/2024 0:31,VH_15,4,1972,90,46.9,0.91
1/3/2024 0:32,VH_27,2,2642,95.2,39.6,0.79
1/3/2024 0:33,VH_50,2,1765,93.1,51.6,0.54
1/3/2024 0:34,VH_31,5,2099,95.1,39.9,0.88
1/3/2024 0:35,VH_15,3,1991,82.4,38.7,1
1/3/2024 0:36,VH_23,2,1852,105.8,44.2,1.13
1/3/2024 0:37,VH_24,3,2115,86.6,38.6,0.88
1/3/2024 0:38,VH_44,1,1940,88.8,52.8,0.89
1/3/2024 0:39,VH_13,4,2203,76.8,43.8,1.21
1/3/2024 0:40,VH_22,5,2208,88.1,28.9,0.73
1/3/2024 0:41,VH_43,4,2013,95.3,46,0.97
1/3/2024 0:42,VH_37,5,2088,97.6,47.8,1.19
1/3/2024 0:43,VH_33,1,2130,105.6,42.9,0.86
1/3/2024 0:44,VH_3,4,2442,95.2,38.2,0.69
1/3/2024 0:45,VH_19,1,2155,92.8,44.5,1.34
1/3/2024 0:46,VH_23,5,2447,85.5,42.6,1.16
1/3/2024 0:47,VH_29,2,2375,83.4,40.1,1.17
1/3/2024 0:48,VH_30,4,2371,99.7,39.7,0.98
1/3/2024 0:49,VH_39,1,2616,99.5,45.8,1.13
1/3/2024 0:50,VH_44,4,1864,79.2,49.5,0.5
1/3/2024 0:51,VH_47,4,2058,97.2,47.3,0.91
1/3/2024 0:52,VH_25,4,2728,96.5,36.4,1.19
1/3/2024 0:53,VH_37,3,2122,78.9,48.1,0.72
1/3/2024 0:54,VH_47,1,1355,95.4,48.9,0.93
1/3/2024 0:55,VH_8,1,2139,79.5,52,1.06
1/3/2024 0:56,VH_42,4,2240,65.7,40.3,0.84
